sample_id,day_index,group_label,condition,rg_ratio,mean_g,glcm_entropy,coverage_pct,chlorophyll_a_mg_g_fw,carotenoid_mg_g_fw,rgr_g_g_day,is_stressed
control_R07,6,control,control,0.5777860527918637,0.6121539732330327,0.3914845417867744,73.87913898907671,2.157803317968481,0.8870236778823193,0.11491640935881375,0
control_R08,6,control,control,0.5111219095703975,0.665440751925031,0.33327746773717776,74.14783998042438,2.248025054956108,1.0378893898767512,0.13648406495752513,0
control_R09,6,control,control,0.5721809056659961,0.5676408525780554,0.3645372408529665,87.18166844724574,2.4763875402754985,0.9033571188377502,0.14488314162763058,0
control_R10,6,control,control,0.49166516080236655,0.5536299939155572,0.4303607590905387,71.87536079018105,2.5528664688352882,0.9131728003571894,0.09701280005705695,0
control_R11,6,control,control,0.36750992805899707,0.6721393681803154,0.30657326848541183,79.24035677314465,2.8177983832600546,0.9628605143270282,0.14424567867993215,0
control_R12,6,control,control,0.5011906180398245,0.7279858318296949,0.28986142532610104,87.99380114082172,2.4938588402530306,1.001114523771874,0.14073021433922125,0
control_R13,6,control,control,0.5013158180816523,0.5878111705475739,0.4886382756990507,74.32812660033377,2.4795249909382076,0.9570091877870521,0.12586165898744062,0
control_R14,6,control,control,0.5984353574789982,0.5365826665993458,0.40215995385632675,76.2615818693461,2.3021359459107655,0.819233056190404,0.1106704705180946,0
control_R15,6,control,control,0.5141719520404846,0.6072516542336008,0.3175159626894611,75.95007259409842,2.6575030976660785,0.9552663497353179,0.13802593950958075,0
control_R16,6,control,control,0.5470289094814121,0.6243141099861574,0.3006976285469757,74.46671598827233,2.348919669239665,0.7853200518981521,0.1408230468548736,0
control_R17,6,control,control,0.505547997625722,0.6265731095826974,0.4008867054354441,77.09358519832122,2.3117617607829994,0.8040789774717874,0.10868746147739033,0
control_R18,6,control,control,0.60833027472496,0.5566086450419007,0.3955558034753005,82.87091301215646,2.3845864013030926,0.9564094533800643,0.12380006888948866,0
control_R19,6,control,control,0.4698939618278031,0.5555685212429975,0.4182658553531165,73.50174818321526,2.3455117351237558,0.7761598349488934,0.1146249413953713,0
control_R20,6,control,control,0.5122819180037187,0.6659862955224372,0.39113985420158087,79.53056896872566,2.4921813584278847,1.0407599161543708,0.12028350681380647,0
control_R21,6,control,control,0.6101513820921484,0.6981197686272032,0.3031320868121742,76.34821813791676,2.698963411335243,0.9492440105340849,0.13808489161631604,0
control_R22,6,control,control,0.5278168516915123,0.6636239339397834,0.35378957132305516,78.01791334691704,2.4664949085061694,0.8359804604124845,0.14470028509376573,0
control_R23,6,control,control,0.5834347396845988,0.5773616508119673,0.4787313815501377,72.03842658327345,2.009088836722323,1.0908510013147241,0.1242844214514151,0
control_R24,6,control,control,0.6200137448457219,0.5468402929509438,0.4656159714058167,78.74900055376462,2.60728860161899,0.803622313389276,0.12031978047391685,0
control_R25,6,control,control,0.5606999230132035,0.6532364712843459,0.43808793902259036,69.24788135753181,2.5931772714151857,0.9122971893762902,0.13017083588791337,0
control_R26,6,control,control,0.5220221097577333,0.5906269125215353,0.3386633121686038,75.00464639664922,2.6419607477034903,0.8361444809793772,0.16629434988807465,0
control_R27,6,control,control,0.5138611508964469,0.6307382368935408,0.43192583318220934,80.51357083455291,2.3680289194619393,0.8772879011569239,0.11283600469232309,0
control_R28,6,control,control,0.48326246836357406,0.6651945810095751,0.40193498412258016,87.25355533569834,2.143461175761088,0.9120136655546904,0.15787353461424258,0
control_R29,6,control,control,0.5685592687469474,0.6215997872067783,0.4341438134118851,75.53291041045775,2.1081323760296415,0.9453310350828762,0.09922044525262316,0
control_R30,6,control,control,0.5836202574601006,0.6331197668419383,0.30259052401757136,81.67004771760095,2.4728758019581276,0.8457778649959211,0.12912237958806688,0
control_R01,7,control,control,0.4587027174998312,0.6565062894236059,0.3833889092804793,77.92410906879552,2.7121391258663365,0.8115247656311844,0.14932563967948378,0
control_R02,7,control,control,0.6079970099188851,0.6185666205312841,0.30858660339697547,70.7771367648663,2.281985453520156,0.8019287825532233,0.13871057705577378,0
control_R03,7,control,control,0.6700996009069985,0.5795329248105409,0.3818247870223023,72.8283622558271,2.3363903476630274,0.9140970260063259,0.10079080375952323,0
control_R04,7,control,control,0.6746184177852295,0.6112313367951915,0.41835804644610075,80.54903449205783,2.3011063391771245,0.8771866277036876,0.09479042322300865,0
control_R05,7,control,control,0.5899812082893542,0.5775449058014142,0.4310973900448434,72.17866438006627,2.1700121101840186,1.0002058328255827,0.10497075292395058,0
control_R06,7,control,control,0.5420083032870302,0.5801671156557241,0.5404184434348693,78.74061362638437,2.2367073973044667,0.877244892047841,0.11320668865319351,0
control_R07,7,control,control,0.5748071742004078,0.6303134540065619,0.39597558939590416,75.43014112548704,2.069052607571657,0.876445045788953,0.14421591778978,0
control_R08,7,control,control,0.5057888525209914,0.6415232031805975,0.33388747518745193,78.68248671834245,2.8605188718422947,0.9108591119750782,0.12465896176983257,0
control_R09,7,control,control,0.5581165276514448,0.5941257608197151,0.4419098955628137,72.50769817869603,2.449914329592218,0.8771432149283424,0.11547201279963805,0
control_R10,7,control,control,0.5154632268403236,0.6983460472412595,0.39393401179020593,86.13258629498903,2.9160462494507784,0.8009806313841651,0.1385574474879712,0
control_R11,7,control,control,0.4840716909468494,0.6437303084557893,0.2846846410942015,75.15986815855875,2.508515969892603,0.7634473296794861,0.15512342742684146,0
control_R12,7,control,control,0.6737683070081191,0.6436417210091145,0.35354871229981194,73.34067457467188,2.8413748610136498,0.9840449197755619,0.14446417202024983,0
control_R13,7,control,control,0.5266612419350485,0.6288532295251377,0.4024712408322489,84.01242342992207,2.5810273747218044,0.6468540883565583,0.1293780647883984,0
control_R14,7,control,control,0.6581546298501527,0.6611094807748887,0.3474118842047211,76.03125421217842,2.472065440346204,0.7982602443615929,0.12447892540604269,0
control_R15,7,control,control,0.5659154666900015,0.5542459386313151,0.3908595296151195,74.36036684858871,2.2989522137340312,0.8802412676440821,0.12192593067761681,0
control_R16,7,control,control,0.5905344789546064,0.6249347053914487,0.371611652028945,77.1267707627166,1.9895345194789282,0.9613449101565021,0.1315727338536866,0
control_R17,7,control,control,0.6196244564436257,0.5567759600533383,0.2972135957837348,77.72097542948266,2.360860761144248,0.9369036659511764,0.12388703601707673,0
control_R18,7,control,control,0.6432060891191533,0.636757388879343,0.41284755344328755,65.25520746786339,2.426180312516875,1.0565297269291807,0.13449058090705635,0
control_R19,7,control,control,0.5685040225886876,0.695051176284748,0.429717975876314,75.1205041376032,2.4493775926320933,0.9520687875082108,0.14050571837430043,0
control_R20,7,control,control,0.5460377101692842,0.6904316382100424,0.3447664199180889,80.71664945805331,2.4771539943582375,1.0083520001323945,0.12841596222400212,0
control_R21,7,control,control,0.5470564451658252,0.6876031424654215,0.29093994488261177,72.3481627617941,2.0450284882910403,0.8994497397622432,0.12006369206443412,0
control_R22,7,control,control,0.5876869050938688,0.6211056942491877,0.3871056958563082,76.32971972316741,2.5577980788618673,0.9473795216606041,0.12451267561355285,0
control_R23,7,control,control,0.6154410997500066,0.6564573239053766,0.3160566129492217,80.02250618479249,2.1753637280024174,1.0403801061604725,0.14818053943025972,0
control_R24,7,control,control,0.5894570612085457,0.619521916433188,0.4418407004140847,74.1198189048492,2.3733704655957286,1.0100695120234868,0.11999000127829951,0
control_R25,7,control,control,0.48563401636414927,0.6106744868746925,0.27300298290837155,81.60956922254384,2.818514662975214,1.0236318953126997,0.11272418297451292,0
control_R26,7,control,control,0.6700995043584259,0.5974316699668798,0.43386539576720007,65.53488819102162,2.3169681608912356,0.8532738112131234,0.1272359204217332,0
control_R27,7,control,control,0.5346947943363246,0.7206941888383562,0.27990326664917536,75.85521656578192,2.1616086122852023,0.8335746650456789,0.1374636390387892,0
control_R28,7,control,control,0.5306101613216864,0.6614297282711596,0.2657642702750318,78.44727852919254,2.8056077031640427,0.9122235484440478,0.144139395436064,0
control_R29,7,control,control,0.5367186029192572,0.6199598635120653,0.4310831574106364,72.75224166005414,2.3659405445325445,0.8745251898205935,0.13290390243937916,0
control_R30,7,control,control,0.4462163568263984,0.6681601825375284,0.2681075927658644,72.28257482470981,2.493601943751045,0.9135185455885321,0.10390936605625647,0
mild_salt_R01,0,stress,mild_salt,0.6375958048473641,0.5477644565061213,0.46995017608570067,75.21450432711637,2.0710190707987137,0.8837701610240911,0.11204151067595541,0
mild_salt_R02,0,stress,mild_salt,0.7012703985224832,0.5009792490209193,0.4873992037152427,66.09023395704688,2.2859655647682455,0.8931400874029632,0.13254767464203332,0
mild_salt_R03,0,stress,mild_salt,0.5705714901003182,0.5678412853461031,0.42432091046476444,66.75744246157765,2.1757598144365136,0.8681558108570566,0.08441413636828979,0
mild_salt_R04,0,stress,mild_salt,0.5246701313451789,0.574544506461048,0.40232038496911987,69.54262179425872,2.6068660321201675,0.9698899822113345,0.12412545925507244,0
mild_salt_R05,0,stress,mild_salt,0.5262459114644622,0.6523512574952446,0.32950643612991953,81.46019802558936,2.1672620374930838,0.8831711159184424,0.12506264904525266,0
mild_salt_R06,0,stress,mild_salt,0.6045483227825054,0.5785632764544688,0.46208088706143274,68.63515724546977,2.2253565987484265,1.008027780110645,0.11389331249113609,0
mild_salt_R07,0,stress,mild_salt,0.6526088681875215,0.5966194635843676,0.43000313560252923,74.07638846819005,2.553303336612692,0.8421496079396134,0.13248025339706512,0
mild_salt_R08,0,stress,mild_salt,0.565136811461907,0.7100121056190162,0.39956121048393634,78.46869210489575,2.312526753457672,0.9070674015944458,0.13119350091683546,0
mild_salt_R09,0,stress,mild_salt,0.5840671549090023,0.6239425914471355,0.38991226939276297,70.9724663091267,1.99313194402368,0.9837261880307464,0.13252522436564693,0
mild_salt_R10,0,stress,mild_salt,0.687524942405894,0.5910282130446066,0.4967202481916407,73.1186191715068,2.1003328921462994,0.9414924532377925,0.1477883489722081,0
mild_salt_R11,0,stress,mild_salt,0.5786280752498378,0.6240150203739024,0.45689907373178185,67.34390077934336,2.4416165920116524,0.9534444490242848,0.10447476297835787,0
mild_salt_R12,0,stress,mild_salt,0.7088351431539627,0.5101323651201749,0.6119207795018723,72.03599263745701,1.9787758644080327,1.170671057080115,0.10777713925964742,0
mild_salt_R13,0,stress,mild_salt,0.5958616711947393,0.618060343675196,0.4884821607612055,72.54469323979498,1.9980466920414595,0.9905703638707855,0.11602261573456664,0
mild_salt_R14,0,stress,mild_salt,0.5030704096844226,0.6539434160769484,0.2718988169481739,77.05807546378142,2.2484036903469597,1.044403221869824,0.1221993303225402,0
mild_salt_R15,0,stress,mild_salt,0.6365336765081863,0.5800843681403927,0.5344970688300936,68.47194347663408,2.2563452500474073,0.9169465596304924,0.11488784418155748,0
mild_salt_R16,0,stress,mild_salt,0.6999074635010308,0.6448238828313565,0.4721147408282839,63.610437145125374,1.820272858219525,1.0763454199008735,0.11541150267527729,0
mild_salt_R17,0,stress,mild_salt,0.5779424139305402,0.6218115052630347,0.409673080780549,77.32895447368328,2.7087627256387448,1.0170708695773363,0.12456495810225096,0
mild_salt_R18,0,stress,mild_salt,0.5197749431898369,0.5836912990078668,0.3876979690380757,67.26848675903999,2.5674437951200906,0.9848432358664972,0.12722676749060713,0
mild_salt_R19,0,stress,mild_salt,0.6089955512699783,0.6412346535150684,0.44955007053581925,75.6533853436608,2.1572983610192566,0.9368453452262658,0.09866290222185606,0
mild_salt_R20,0,stress,mild_salt,0.5378119424519948,0.6516368414260089,0.3067615431709383,77.78256048197211,2.4475463775789663,0.7068493169599708,0.1220595211065319,0
mild_salt_R21,0,stress,mild_salt,0.6656434922192059,0.5364496143194164,0.49347106942428925,75.8604936116628,2.248768591100272,0.9877148349181647,0.10587062192027513,0
mild_salt_R22,0,stress,mild_salt,0.6282172097721027,0.6194258044870816,0.46726166505705385,74.7555967151818,2.4063783958136566,0.9633395485928129,0.13461203779158654,0
mild_salt_R23,0,stress,mild_salt,0.6246065793034249,0.49729120055490417,0.5849741357783262,71.11666053117858,1.6837043419679796,0.9505891560649816,0.1200182157900277,0
mild_salt_R24,0,stress,mild_salt,0.5932098557887279,0.6578662256842397,0.4002111547864306,69.59140501727535,2.23455075869279,1.0039538706395337,0.12693004309398676,0
mild_salt_R25,0,stress,mild_salt,0.6763784528168338,0.5880606923096059,0.4967789631735553,70.13067583977217,2.0422885575927983,1.0358083540064713,0.11964021188587952,0
mild_salt_R26,0,stress,mild_salt,0.6544166774228024,0.5460908815079031,0.49603055563648735,70.71951205852363,2.1106953377625834,1.2007931049204297,0.1036140097752111,0
mild_salt_R27,0,stress,mild_salt,0.7003146641272293,0.5860959840284652,0.6031621288766256,69.51641393365735,2.1560082257099573,0.924999043724646,0.10747315438924716,0
mild_salt_R28,0,stress,mild_salt,0.6822725595312529,0.5997936438698366,0.5409045701657764,71.27564115322232,2.04971981093508,1.233316016071011,0.12032379920182254,0
mild_salt_R29,0,stress,mild_salt,0.5665075500484547,0.5764382867061456,0.47829335358586916,72.77485051072034,2.2810778377522074,0.9455049574614139,0.13467940896050806,0
mild_salt_R30,0,stress,mild_salt,0.5423516219774884,0.6266807268880163,0.4554042477765619,76.26727886901463,2.112040403555833,1.0071038720728647,0.11377082938525208,0
mild_salt_R01,1,stress,mild_salt,0.5762264922581588,0.6506494160001,0.48978007924447825,75.58277839595681,2.425115277649158,1.2265626008357442,0.09273980800272552,0
mild_salt_R02,1,stress,mild_salt,0.5839418968419038,0.5706417593692513,0.3938216188805703,72.11901563820676,1.9635769131598508,0.9949044641289972,0.12123531856927802,0
mild_salt_R03,1,stress,mild_salt,0.6889132834581732,0.5946514715236847,0.4875617862103184,79.59826505051326,2.078189524141881,0.8459032331400291,0.09371791720320422,0
mild_salt_R04,1,stress,mild_salt,0.575532326182167,0.6278618747306455,0.3761774287745491,85.3225758750802,2.461000433806816,0.9900144472547718,0.11611415494696405,0
mild_salt_R05,1,stress,mild_salt,0.6061601935873215,0.6188963425433573,0.34236832400324574,73.38622409290393,2.247262709497795,0.9349564937130723,0.11076236334300615,0
mild_salt_R06,1,stress,mild_salt,0.6138613473302289,0.6027389860381938,0.48748474753817084,77.77455143165811,2.119394950062622,0.9316502493584866,0.1251158014208861,0
mild_salt_R07,1,stress,mild_salt,0.6470094892792042,0.5985120814191429,0.5614426801883767,75.50222332951364,2.3682739419522294,0.940742058462799,0.10771579051387203,0
mild_salt_R08,1,stress,mild_salt,0.6398331437238353,0.5577137077102721,0.4094060864189993,71.78547995659827,1.9452763083487588,1.002476235417747,0.10135250955840665,0
mild_salt_R09,1,stress,mild_salt,0.6120142984707855,0.6208272947559014,0.4593233551083754,84.31543031724347,2.3143801366151826,0.9939567394877123,0.10776472875852437,0
mild_salt_R10,1,stress,mild_salt,0.671950889002926,0.5830942171376863,0.3691740964236791,74.82739568802737,2.2678476173331887,0.8615838310843631,0.12115114171988126,0
mild_salt_R11,1,stress,mild_salt,0.6531610625501287,0.4938305805311502,0.5892825726350518,70.17308409430088,1.799437601100081,0.9010657115402958,0.09040007133540913,0
mild_salt_R12,1,stress,mild_salt,0.7003811413059344,0.5440684452369933,0.47629105009851846,74.591323392705,1.6321953994533394,1.0851382919262444,0.09615983258208502,0
mild_salt_R13,1,stress,mild_salt,0.6698996915045289,0.6180875818417596,0.5266248598734671,59.772605405535664,1.8958082280824313,1.020003995665787,0.10725957354244521,0
mild_salt_R14,1,stress,mild_salt,0.7028584712594704,0.5949649690239976,0.4953544250434589,61.75417340663888,1.9406992337154898,1.0508632768084911,0.0924296567775064,0
mild_salt_R15,1,stress,mild_salt,0.7149563683539426,0.5713989866084295,0.360255050873073,63.88103312345647,2.386905699145138,0.9703483021180234,0.0775490428153265,0
mild_salt_R16,1,stress,mild_salt,0.694363389395309,0.5936106926856214,0.5562826655427184,70.004823425686,1.9952976541976524,1.1064695578910153,0.13567451037199144,0
mild_salt_R17,1,stress,mild_salt,0.6041090018318052,0.5746782832042988,0.5868251996740591,74.09333588872693,1.8754255195814853,1.1379709677910133,0.11796590373948844,0
mild_salt_R18,1,stress,mild_salt,0.709686324952078,0.4916734887088305,0.5913177416944064,61.99095150131027,1.5521247676950667,0.8485456162538667,0.08215476907067215,1
mild_salt_R19,1,stress,mild_salt,0.6343989443984149,0.6510732216695672,0.5015408346442458,76.17542818116888,2.099667950520636,1.0834366945641039,0.11401421450731292,0
mild_salt_R20,1,stress,mild_salt,0.701834067068477,0.5655188586302516,0.5671611661567304,66.27011846909708,1.9844629053622507,1.2501318617196482,0.09617514197372275,0
mild_salt_R21,1,stress,mild_salt,0.7239532575433164,0.6178651142378803,0.5038629928857813,59.50024913670277,2.143509047730254,0.8113116267237694,0.13139362406415586,0
mild_salt_R22,1,stress,mild_salt,0.7010483701270442,0.5431702860793466,0.41365222929513096,72.09886788929413,2.06944650312837,0.9568259947792999,0.11301439861896473,0
mild_salt_R23,1,stress,mild_salt,0.7967094273354577,0.5484917392576294,0.6581766245380735,70.30875914964454,1.664046325538634,0.9200546322762284,0.08397525201282872,1
mild_salt_R24,1,stress,mild_salt,0.6282651229298207,0.5542167621005247,0.4875176840725737,75.88627164530388,2.1335728894132444,1.085393798543531,0.11490278545227672,0
mild_salt_R25,1,stress,mild_salt,0.6526735583100045,0.5376355958501668,0.3720327940828267,72.17966299369856,2.1707333721933635,1.1016295553419133,0.1372990586371645,0
mild_salt_R26,1,stress,mild_salt,0.6571844740209783,0.5259494410220387,0.5825194992168755,78.39757529184274,2.1705114874743634,1.1578313982655264,0.09248262378219933,0
mild_salt_R27,1,stress,mild_salt,0.6484031232086713,0.5647031391029691,0.4288274572983961,73.3564581967257,2.546334593282328,0.9270349717731384,0.08526140045192854,0
mild_salt_R28,1,stress,mild_salt,0.6295124075370166,0.5715807908429608,0.5030209651885494,68.75588700536514,2.185999515664973,0.8765056611404695,0.10077354657955347,0
mild_salt_R29,1,stress,mild_salt,0.6409429920431912,0.5004946700619144,0.5494044441353283,74.53861968025825,1.9930709275539242,0.8451711269481517,0.11739421080598395,0
mild_salt_R30,1,stress,mild_salt,0.5933301628713351,0.5949783076900649,0.34547627454636387,74.05909099111652,2.3029357722104113,0.8699114564941465,0.13813690140628485,0
mild_salt_R01,2,stress,mild_salt,0.6897381970166664,0.5977368692225865,0.4439965237898749,67.75226478243944,1.783877587831441,1.0168946394410894,0.10890630996729159,0
mild_salt_R02,2,stress,mild_salt,0.536897863810418,0.6043801136155803,0.4652042085471986,69.37964372505793,2.102468853237192,1.013580875328401,0.15306738157422634,0
mild_salt_R03,2,stress,mild_salt,0.5971678198819574,0.6195089381464505,0.34817154337961803,64.1105806481568,2.1002737201492065,1.1182622619740243,0.11055874203212221,0
mild_salt_R04,2,stress,mild_salt,0.7192983638690355,0.6554491591625415,0.476288256631586,70.04161172634115,2.399019003401563,0.8756109654736064,0.12438758000050698,0
mild_salt_R05,2,stress,mild_salt,0.6229624256321361,0.5928080730101042,0.40350598869731247,68.82732481614927,2.251063166653629,1.0574373468116198,0.11777264320569768,0
mild_salt_R06,2,stress,mild_salt,0.6899346582353096,0.5331720806349515,0.5406357713255548,73.89072709231586,2.559771822035356,0.9775265777703949,0.10239854379399635,0
mild_salt_R07,2,stress,mild_salt,0.7302852718799854,0.5310654694608666,0.5170379422747516,70.6819843315747,1.7728949234893052,1.0023820045130272,0.1039046762862757,0
mild_salt_R08,2,stress,mild_salt,0.6681790451553419,0.4724183383437499,0.4522608977812722,61.944012882320074,1.6430941428884642,1.0344940076885272,0.08254864346459939,0
mild_salt_R09,2,stress,mild_salt,0.591756935929478,0.576056824441074,0.5326786927904527,75.3464780399367,2.1535654544123113,0.938968864926305,0.11019081490779539,0
mild_salt_R10,2,stress,mild_salt,0.7008897410371211,0.5285183985973214,0.5178415826241195,60.34002182515091,2.0442901223038956,1.0902747191457884,0.10259546162810529,0
mild_salt_R11,2,stress,mild_salt,0.6871705860452303,0.5318348607202075,0.5856877727671417,64.86238490731238,1.7646985360977319,1.0908719611178854,0.10522357913186761,1
mild_salt_R12,2,stress,mild_salt,0.7135683657972105,0.5680360282711725,0.5313287063135629,69.98913807569876,1.6983505343538958,1.1618402722703505,0.12987620243551817,1
mild_salt_R13,2,stress,mild_salt,0.5440608985122025,0.5554954315334061,0.5560194443775527,73.23068042793349,2.1165056567457428,1.0944682250885085,0.11838166405610884,0
mild_salt_R14,2,stress,mild_salt,0.7532516199018233,0.6007717128608465,0.5766763274786815,71.06403678185961,1.812365015532736,1.0031489630291635,0.12385420994961083,0
mild_salt_R15,2,stress,mild_salt,0.7074636439174551,0.5728958696394203,0.4813377562032051,69.84404992291728,2.305208187305933,1.0671912223094844,0.08219519485420246,0
mild_salt_R16,2,stress,mild_salt,0.7390763399436181,0.5714749703101342,0.39993004578334984,79.52140446281467,2.2166165608523816,0.9936604930152304,0.10643793788475721,0
mild_salt_R17,2,stress,mild_salt,0.6747663357517883,0.5896244029464709,0.5793483712019305,68.47048326127621,1.922387140319966,1.036118382458822,0.11523688041999547,0
mild_salt_R18,2,stress,mild_salt,0.5428614589458447,0.6228072042145503,0.49031117474818364,74.98404511618808,2.255297898889129,0.945109081236976,0.13006238889681762,0
mild_salt_R19,2,stress,mild_salt,0.632393425460488,0.5627999750589111,0.599130909140288,62.72017038570826,2.1556608482546706,0.8556291650151124,0.10875671508485613,0
mild_salt_R20,2,stress,mild_salt,0.5369749143312672,0.6017030732016678,0.46046969188870346,62.16772841690612,2.27949883315991,1.1203768851842653,0.13645754613478592,0
mild_salt_R21,2,stress,mild_salt,0.6752325931263433,0.6170754844975906,0.6016348027039898,74.49598112911619,1.8091456092430849,1.0410507229868304,0.11308961747697445,0
mild_salt_R22,2,stress,mild_salt,0.6096547827957782,0.715588948168858,0.44542090806772694,82.09728637945614,2.346310646692679,0.9295971006561955,0.13303425089567716,0
mild_salt_R23,2,stress,mild_salt,0.5777496032903319,0.6474953284303386,0.5297431523257874,68.22433619421334,2.360221655363388,0.9681119648475095,0.12287192158086416,0
mild_salt_R24,2,stress,mild_salt,0.7266976975550471,0.5644226061703457,0.5928843087436941,70.50374558850147,2.1077082275581143,0.951986540910479,0.13790464336485303,0
mild_salt_R25,2,stress,mild_salt,0.7130142967668822,0.49651746970179916,0.4817022094455977,74.65496681066038,2.0388662918598626,0.855124249365024,0.12100688681484675,0
mild_salt_R26,2,stress,mild_salt,0.7073859656911553,0.5857124913777282,0.4844194739778101,77.22788745585004,1.9479489867987165,0.8974639036922651,0.11221569575867167,0
mild_salt_R27,2,stress,mild_salt,0.6251144779256029,0.4841177776150419,0.5811760550197226,65.37051375450905,1.8515847714133442,0.8745454043816627,0.09181730855121367,0
mild_salt_R28,2,stress,mild_salt,0.7047876295873272,0.5433626776562867,0.582791290059044,67.34068632175811,1.9136141875407076,1.1466309163769848,0.11318740547597494,0
mild_salt_R29,2,stress,mild_salt,0.6287337828519359,0.6435796355140065,0.5470986682744428,68.27009993451625,2.1201476561047023,0.9946045539010472,0.10044869288361932,0
mild_salt_R30,2,stress,mild_salt,0.6566101694880138,0.6211675606316692,0.5579840831740746,69.07447585480445,2.0143708759522934,1.066130333650436,0.10169960691439192,0
mild_salt_R01,3,stress,mild_salt,0.6920074245581783,0.5087421326418079,0.49784146306798444,74.26357170727523,1.8816658080354398,1.194034617377487,0.093158796346883,0
mild_salt_R02,3,stress,mild_salt,0.8041391870533147,0.5135507845817869,0.4365156960878942,74.37428102762436,1.7904189156727357,1.0326417781328416,0.09492994262664961,0
mild_salt_R03,3,stress,mild_salt,0.6360568437360684,0.5492938386179189,0.5527911512422533,64.11175422509093,1.8190820393275422,1.0023191990714877,0.08250769150372052,0
mild_salt_R04,3,stress,mild_salt,0.6618945305403381,0.5598497498548277,0.48357681960764537,70.49361323275686,1.927414374750842,1.068150334473212,0.1321105430211803,0
mild_salt_R05,3,stress,mild_salt,0.6785418387432104,0.5674179647640867,0.5134126798551151,77.7462729885619,2.16631697079405,0.8446746186764538,0.11778227195106641,0
mild_salt_R06,3,stress,mild_salt,0.7110918840895981,0.5693052074320609,0.5421002540498067,59.26305530088453,1.8484157104443162,0.914088787722335,0.09108222858511536,1
mild_salt_R07,3,stress,mild_salt,0.6288426880756489,0.47678854480936994,0.5275953877774766,65.51190229589326,1.7392656427640911,1.200253107715611,0.10847582492926436,1
mild_salt_R08,3,stress,mild_salt,0.699949576417081,0.5658615485894724,0.4981025550741953,71.87068234201269,1.703986130608567,1.1178519901510875,0.11955180296380964,0
mild_salt_R09,3,stress,mild_salt,0.6724810739925676,0.5741081874739205,0.38447415382376593,70.16974109733793,1.9446789834456397,1.0267351967655372,0.11508797322770749,0
mild_salt_R10,3,stress,mild_salt,0.6128560431619958,0.5604374229707972,0.5172174373975057,70.12655558249578,2.04086488387662,1.1134096000372236,0.0909415490657949,0
mild_salt_R11,3,stress,mild_salt,0.744381646034649,0.48969592734989636,0.534844527363487,66.27383546385973,1.898271343131926,0.948452485814439,0.10228430059959649,0
mild_salt_R12,3,stress,mild_salt,0.6832858493753584,0.46566044269689355,0.5407121124128875,72.01786656943113,1.6401055361325538,1.0941998520029284,0.08279648769919384,1
mild_salt_R13,3,stress,mild_salt,0.6233226953902975,0.6887735848247489,0.5416998193139358,68.20616387946343,2.2632260008166676,0.9102431781810454,0.08893523076426207,0
mild_salt_R14,3,stress,mild_salt,0.7716422218959055,0.5772957843473063,0.542871833015495,65.7948786275301,2.0008578243022037,1.0988722229250576,0.09082241883524962,1
mild_salt_R15,3,stress,mild_salt,0.613788029759517,0.6524943965327532,0.37983370961119167,76.80781831387276,2.29716896683804,1.0256076137433263,0.13513700768320522,0
mild_salt_R16,3,stress,mild_salt,0.5642305631718815,0.5621042457465947,0.5285506056925049,68.90548511152411,1.9589086157800077,0.8311570024069114,0.1394708653550332,0
mild_salt_R17,3,stress,mild_salt,0.7443804875778935,0.5795890335112702,0.5858982442941564,65.98852195570126,1.8460587005246005,1.0174048957008641,0.13810854607282774,0
mild_salt_R18,3,stress,mild_salt,0.6719036020415489,0.5670543340902667,0.49356890303812884,74.61372654601308,1.785449134045738,1.0901913130451426,0.11716719465995809,0
mild_salt_R19,3,stress,mild_salt,0.6929713842163245,0.5536585641565008,0.5330754067060557,65.72750487605225,1.8524109293948259,1.1714110182539268,0.10119245819964044,0
mild_salt_R20,3,stress,mild_salt,0.6156104122387566,0.6300171227706066,0.5134906821564222,74.12171085631692,2.0593647087234466,1.043027914397397,0.10440451302610063,0
mild_salt_R21,3,stress,mild_salt,0.7109628059728992,0.6062403000344442,0.45587160562643403,66.27705024967959,2.056839136790759,1.167824495323568,0.08027310294817025,0
mild_salt_R22,3,stress,mild_salt,0.6151882938613056,0.530833437951004,0.5125671316247435,66.72838022373658,1.8508751544842912,1.0346390958738363,0.0958134559949502,0
mild_salt_R23,3,stress,mild_salt,0.6533523280891156,0.6350636934618714,0.4893893324567056,66.56157544440326,2.268091779650114,1.0251969444855997,0.10508584558229181,0
mild_salt_R24,3,stress,mild_salt,0.6674107405189098,0.637429175393631,0.6140936891919422,61.88471113510414,2.495178739121657,0.9408537578806291,0.12113632194664867,0
mild_salt_R25,3,stress,mild_salt,0.6618925507496017,0.5565567682893795,0.5586357872967274,69.1770906744273,1.9040970369460333,1.1693476157750144,0.09832849824518483,1
mild_salt_R26,3,stress,mild_salt,0.7209453917329495,0.5919163125382809,0.5459612858121529,66.87940736922998,1.8128355954319793,0.9650471871873474,0.09881355599556949,0
mild_salt_R27,3,stress,mild_salt,0.753104316117962,0.5357812088964223,0.626712087265129,73.35675431971492,1.9331813743083734,0.9803348541643859,0.12259742247675083,0
mild_salt_R28,3,stress,mild_salt,0.6767247086375552,0.5521242848045327,0.47001022226434797,62.96197114646073,2.133074448973834,0.9499103539653108,0.1529930207191108,0
